disambiguation_id,alumni_id,candidate_id,name_score,affiliation_score,timeline_score,field_score,cross_validation_bonus,final_score,confidence_level,decision_label,review_flag,evaluated_at
DIS-00008183,ALM-2019-04-131,CAND-ALM-2019-04-131-02,0.7,0.36,0.77,0.66,0.05,0.66,Sedang,Perlu verifikasi,Yes,2023-01-08
DIS-00008184,ALM-2019-04-132,CAND-ALM-2019-04-132-01,0.93,0.88,0.57,0.76,0.03,0.85,Tinggi,Kemungkinan kuat,No,2025-11-22
DIS-00008185,ALM-2019-04-132,CAND-ALM-2019-04-132-02,0.95,0.72,0.58,0.64,0.0,0.76,Sedang,Perlu verifikasi,Yes,2024-12-21
DIS-00008186,ALM-2019-04-133,CAND-ALM-2019-04-133-01,0.72,0.89,0.67,0.98,0.03,0.83,Tinggi,Kemungkinan kuat,No,2024-02-17
DIS-00008187,ALM-2019-04-133,CAND-ALM-2019-04-133-02,0.86,0.9,0.96,0.74,0.0,0.87,Tinggi,Kemungkinan kuat,No,2024-01-22
DIS-00008188,ALM-2019-04-133,CAND-ALM-2019-04-133-03,0.92,0.71,0.59,0.5,0.0,0.73,Sedang,Perlu verifikasi,Yes,2026-02-22
DIS-00008189,ALM-2019-04-133,CAND-ALM-2019-04-133-04,0.83,0.83,0.63,0.77,0.0,0.78,Sedang,Perlu verifikasi,Yes,2024-11-26
DIS-00008190,ALM-2019-04-134,CAND-ALM-2019-04-134-01,0.76,0.4,0.95,0.74,0.08,0.77,Sedang,Perlu verifikasi,Yes,2023-10-17
DIS-00008191,ALM-2019-04-134,CAND-ALM-2019-04-134-02,0.87,0.43,0.89,0.67,0.03,0.74,Sedang,Perlu verifikasi,Yes,2026-04-06
DIS-00008192,ALM-2019-04-134,CAND-ALM-2019-04-134-03,0.84,0.81,0.74,0.44,0.05,0.8,Tinggi,Kemungkinan kuat,No,2026-02-25
DIS-00008193,ALM-2019-04-135,CAND-ALM-2019-04-135-01,0.76,0.95,0.92,0.78,0.0,0.85,Tinggi,Kemungkinan kuat,No,2025-05-15
DIS-00008194,ALM-2019-04-135,CAND-ALM-2019-04-135-02,0.93,0.99,0.71,0.41,0.03,0.86,Tinggi,Kemungkinan kuat,No,2023-02-14
DIS-00008195,ALM-2019-04-135,CAND-ALM-2019-04-135-03,0.72,0.35,0.71,0.49,0.03,0.6,Sedang,Perlu verifikasi,Yes,2025-11-17
DIS-00008196,ALM-2019-04-136,CAND-ALM-2019-04-136-01,0.9,0.66,0.59,0.81,0.08,0.83,Tinggi,Kemungkinan kuat,No,2025-07-26
DIS-00008197,ALM-2019-04-136,CAND-ALM-2019-04-136-02,0.76,0.93,0.67,0.5,0.03,0.78,Sedang,Perlu verifikasi,Yes,2025-07-06
DIS-00008198,ALM-2019-04-137,CAND-ALM-2019-04-137-01,0.7,0.77,0.59,0.6,0.0,0.68,Sedang,Perlu verifikasi,Yes,2026-07-22
DIS-00008199,ALM-2019-04-137,CAND-ALM-2019-04-137-02,0.91,0.72,0.58,0.79,0.08,0.85,Tinggi,Kemungkinan kuat,No,2026-07-06
DIS-00008200,ALM-2019-04-137,CAND-ALM-2019-04-137-03,0.8,0.98,0.96,0.35,0.0,0.82,Tinggi,Kemungkinan kuat,No,2024-10-09
DIS-00008201,ALM-2019-04-138,CAND-ALM-2019-04-138-01,0.87,0.26,0.76,0.66,0.03,0.66,Sedang,Perlu verifikasi,Yes,2023-09-04
DIS-00008202,ALM-2019-04-138,CAND-ALM-2019-04-138-02,0.81,0.8,0.8,0.42,0.0,0.75,Sedang,Perlu verifikasi,Yes,2026-10-21
DIS-00008203,ALM-2019-04-138,CAND-ALM-2019-04-138-03,0.72,0.63,0.85,0.81,0.05,0.78,Sedang,Perlu verifikasi,Yes,2025-01-03
DIS-00008204,ALM-2019-04-139,CAND-ALM-2019-04-139-01,0.99,0.6,0.9,0.74,0.0,0.82,Tinggi,Kemungkinan kuat,No,2023-01-23
DIS-00008205,ALM-2019-04-139,CAND-ALM-2019-04-139-02,0.8,0.89,0.78,0.43,0.08,0.85,Tinggi,Kemungkinan kuat,No,2025-07-09
DIS-00008206,ALM-2019-04-139,CAND-ALM-2019-04-139-03,0.77,0.82,0.8,0.7,0.08,0.86,Tinggi,Kemungkinan kuat,No,2023-11-07
DIS-00008207,ALM-2019-04-139,CAND-ALM-2019-04-139-04,0.96,0.62,0.62,0.96,0.03,0.82,Tinggi,Kemungkinan kuat,No,2023-12-07
DIS-00008208,ALM-2019-04-140,CAND-ALM-2019-04-140-01,0.78,0.41,0.91,0.47,0.05,0.7,Sedang,Perlu verifikasi,Yes,2023-11-27
DIS-00008209,ALM-2019-04-140,CAND-ALM-2019-04-140-02,0.86,0.22,0.92,0.42,0.0,0.61,Sedang,Perlu verifikasi,Yes,2025-09-18
DIS-00008210,ALM-2019-04-140,CAND-ALM-2019-04-140-03,0.81,0.76,0.62,0.45,0.03,0.73,Sedang,Perlu verifikasi,Yes,2025-06-06
DIS-00008211,ALM-2019-04-140,CAND-ALM-2019-04-140-04,0.77,0.72,0.84,0.67,0.0,0.75,Sedang,Perlu verifikasi,Yes,2026-12-03
DIS-00008212,ALM-2019-04-141,CAND-ALM-2019-04-141-01,0.8,0.9,0.83,0.45,0.08,0.86,Tinggi,Kemungkinan kuat,No,2024-01-24
DIS-00008213,ALM-2019-04-141,CAND-ALM-2019-04-141-02,0.83,0.95,0.91,0.73,0.03,0.9,Tinggi,Kemungkinan kuat,No,2023-09-08
DIS-00008214,ALM-2019-04-141,CAND-ALM-2019-04-141-03,0.86,0.37,0.82,0.4,0.0,0.64,Sedang,Perlu verifikasi,Yes,2023-02-20
DIS-00008215,ALM-2019-04-142,CAND-ALM-2019-04-142-01,0.71,0.99,0.86,0.36,0.03,0.8,Tinggi,Kemungkinan kuat,No,2026-03-23
DIS-00008216,ALM-2019-04-142,CAND-ALM-2019-04-142-02,0.97,0.91,0.7,0.71,0.05,0.91,Tinggi,Kemungkinan kuat,No,2024-11-13
DIS-00008217,ALM-2019-04-143,CAND-ALM-2019-04-143-01,0.71,0.81,0.66,0.37,0.0,0.68,Sedang,Perlu verifikasi,Yes,2024-01-27
DIS-00008218,ALM-2019-04-143,CAND-ALM-2019-04-143-02,0.78,0.87,1.0,0.53,0.0,0.81,Tinggi,Kemungkinan kuat,No,2023-09-11
DIS-00008219,ALM-2019-04-143,CAND-ALM-2019-04-143-03,0.72,0.81,0.93,0.68,0.03,0.81,Tinggi,Kemungkinan kuat,No,2026-10-08
DIS-00008220,ALM-2019-04-143,CAND-ALM-2019-04-143-04,0.72,0.28,0.98,0.72,0.03,0.67,Sedang,Perlu verifikasi,Yes,2025-10-04
DIS-00008221,ALM-2019-04-144,CAND-ALM-2019-04-144-01,0.87,0.9,0.57,0.56,0.0,0.77,Sedang,Perlu verifikasi,Yes,2026-11-19
DIS-00008222,ALM-2019-04-144,CAND-ALM-2019-04-144-02,0.74,0.2,0.88,0.76,0.05,0.66,Sedang,Perlu verifikasi,Yes,2026-02-01
DIS-00008223,ALM-2019-04-144,CAND-ALM-2019-04-144-03,0.85,0.27,0.97,0.52,0.03,0.68,Sedang,Perlu verifikasi,Yes,2023-06-27
DIS-00008224,ALM-2019-04-144,CAND-ALM-2019-04-144-04,0.78,0.84,0.92,0.7,0.08,0.89,Tinggi,Kemungkinan kuat,No,2024-11-01
DIS-00008225,ALM-2019-04-145,CAND-ALM-2019-04-145-01,0.75,0.91,0.98,0.74,0.05,0.89,Tinggi,Kemungkinan kuat,No,2023-05-20
DIS-00008226,ALM-2019-04-145,CAND-ALM-2019-04-145-02,0.86,0.44,0.84,0.58,0.0,0.69,Sedang,Perlu verifikasi,Yes,2026-01-25
DIS-00008227,ALM-2019-04-145,CAND-ALM-2019-04-145-03,0.8,0.64,0.58,0.47,0.03,0.69,Sedang,Perlu verifikasi,Yes,2025-04-25
DIS-00008228,ALM-2019-04-146,CAND-ALM-2019-04-146-01,0.86,0.7,0.82,0.63,0.05,0.82,Tinggi,Kemungkinan kuat,No,2024-08-09
DIS-00008229,ALM-2019-04-146,CAND-ALM-2019-04-146-02,0.93,0.79,0.72,0.43,0.05,0.82,Tinggi,Kemungkinan kuat,No,2024-08-08
DIS-00008230,ALM-2019-04-146,CAND-ALM-2019-04-146-03,0.81,0.7,0.75,0.69,0.08,0.83,Tinggi,Kemungkinan kuat,No,2024-02-23
DIS-00008231,ALM-2019-04-147,CAND-ALM-2019-04-147-01,0.83,0.79,0.97,0.63,0.08,0.9,Tinggi,Kemungkinan kuat,No,2026-04-09
DIS-00008232,ALM-2019-04-147,CAND-ALM-2019-04-147-02,0.86,0.83,0.6,0.38,0.03,0.76,Sedang,Perlu verifikasi,Yes,2026-10-06
DIS-00008233,ALM-2019-04-147,CAND-ALM-2019-04-147-03,0.89,0.93,0.94,0.78,0.08,0.98,Tinggi,Kemungkinan kuat,No,2024-11-06
DIS-00008234,ALM-2019-04-147,CAND-ALM-2019-04-147-04,0.94,0.67,0.81,0.74,0.03,0.83,Tinggi,Kemungkinan kuat,No,2026-07-02
DIS-00008235,ALM-2019-04-148,CAND-ALM-2019-04-148-01,0.7,0.97,0.73,0.5,0.08,0.84,Tinggi,Kemungkinan kuat,No,2024-01-19
DIS-00008236,ALM-2019-04-148,CAND-ALM-2019-04-148-02,0.83,0.71,0.55,0.72,0.08,0.8,Tinggi,Kemungkinan kuat,No,2023-09-12
DIS-00008237,ALM-2019-04-148,CAND-ALM-2019-04-148-03,0.78,0.68,0.95,0.87,0.05,0.85,Tinggi,Kemungkinan kuat,No,2026-08-20
DIS-00008238,ALM-2019-04-149,CAND-ALM-2019-04-149-01,0.88,0.69,0.94,0.96,0.05,0.9,Tinggi,Kemungkinan kuat,No,2026-05-02
DIS-00008239,ALM-2019-04-149,CAND-ALM-2019-04-149-02,0.75,0.89,0.81,0.78,0.0,0.81,Tinggi,Kemungkinan kuat,No,2025-05-10
DIS-00008240,ALM-2019-04-149,CAND-ALM-2019-04-149-03,0.99,0.22,0.86,0.41,0.0,0.65,Sedang,Perlu verifikasi,Yes,2026-03-22
DIS-00008241,ALM-2019-04-149,CAND-ALM-2019-04-149-04,0.96,0.65,0.84,0.47,0.0,0.77,Sedang,Perlu verifikasi,Yes,2026-03-17
DIS-00008242,ALM-2019-04-150,CAND-ALM-2019-04-150-01,0.96,0.77,0.85,0.41,0.03,0.83,Tinggi,Kemungkinan kuat,No,2026-05-24
DIS-00008243,ALM-2019-04-150,CAND-ALM-2019-04-150-02,0.8,0.9,0.81,0.49,0.08,0.87,Tinggi,Kemungkinan kuat,No,2024-06-01
DIS-00008244,ALM-2019-04-151,CAND-ALM-2019-04-151-01,0.83,0.75,0.94,0.49,0.03,0.81,Tinggi,Kemungkinan kuat,No,2026-08-06
DIS-00008245,ALM-2019-04-151,CAND-ALM-2019-04-151-02,0.74,0.37,0.97,0.53,0.05,0.69,Sedang,Perlu verifikasi,Yes,2023-12-15
DIS-00008246,ALM-2019-04-151,CAND-ALM-2019-04-151-03,0.75,0.44,0.91,0.42,0.0,0.64,Sedang,Perlu verifikasi,Yes,2026-06-17
DIS-00008247,ALM-2019-04-151,CAND-ALM-2019-04-151-04,0.81,0.61,0.91,0.56,0.05,0.78,Sedang,Perlu verifikasi,Yes,2024-07-26
DIS-00008248,ALM-2019-04-152,CAND-ALM-2019-04-152-01,0.87,0.62,0.69,0.59,0.05,0.77,Sedang,Perlu verifikasi,Yes,2025-01-17
DIS-00008249,ALM-2019-04-152,CAND-ALM-2019-04-152-02,0.7,0.84,0.76,0.92,0.05,0.84,Tinggi,Kemungkinan kuat,No,2026-09-21
DIS-00008250,ALM-2019-04-152,CAND-ALM-2019-04-152-03,0.73,0.72,0.88,0.43,0.0,0.71,Sedang,Perlu verifikasi,Yes,2024-04-04
DIS-00008251,ALM-2019-04-152,CAND-ALM-2019-04-152-04,0.73,0.67,0.8,0.37,0.08,0.75,Sedang,Perlu verifikasi,Yes,2023-06-13
DIS-00008252,ALM-2019-04-153,CAND-ALM-2019-04-153-01,0.79,0.73,0.88,0.54,0.03,0.78,Sedang,Perlu verifikasi,Yes,2026-11-19
DIS-00008253,ALM-2019-04-153,CAND-ALM-2019-04-153-02,0.78,0.55,0.98,0.45,0.0,0.7,Sedang,Perlu verifikasi,Yes,2025-10-28
DIS-00008254,ALM-2019-04-153,CAND-ALM-2019-04-153-03,0.79,0.63,0.74,0.78,0.05,0.78,Sedang,Perlu verifikasi,Yes,2025-01-01
DIS-00008255,ALM-2019-04-153,CAND-ALM-2019-04-153-04,0.94,0.83,0.81,0.46,0.05,0.86,Tinggi,Kemungkinan kuat,No,2026-08-20
DIS-00008256,ALM-2019-04-154,CAND-ALM-2019-04-154-01,0.91,0.71,0.91,0.69,0.05,0.87,Tinggi,Kemungkinan kuat,No,2023-07-18
DIS-00008257,ALM-2019-04-154,CAND-ALM-2019-04-154-02,0.94,0.52,0.69,0.39,0.03,0.71,Sedang,Perlu verifikasi,Yes,2024-07-08
DIS-00008258,ALM-2019-04-155,CAND-ALM-2019-04-155-01,0.77,0.74,0.82,0.47,0.0,0.73,Sedang,Perlu verifikasi,Yes,2023-02-12
DIS-00008259,ALM-2019-04-155,CAND-ALM-2019-04-155-02,0.97,0.4,0.82,0.44,0.08,0.77,Sedang,Perlu verifikasi,Yes,2025-09-01
DIS-00008260,ALM-2019-04-156,CAND-ALM-2019-04-156-01,0.8,0.93,0.89,0.42,0.0,0.8,Tinggi,Kemungkinan kuat,No,2025-06-06
DIS-00008261,ALM-2019-04-156,CAND-ALM-2019-04-156-02,0.95,0.98,0.71,0.46,0.03,0.87,Tinggi,Kemungkinan kuat,No,2024-09-23
DIS-00008262,ALM-2019-04-156,CAND-ALM-2019-04-156-03,0.87,0.76,0.55,0.71,0.0,0.75,Sedang,Perlu verifikasi,Yes,2025-04-02
DIS-00008263,ALM-2019-04-156,CAND-ALM-2019-04-156-04,0.99,0.76,0.82,0.69,0.08,0.92,Tinggi,Kemungkinan kuat,No,2026-07-19
DIS-00008264,ALM-2019-04-157,CAND-ALM-2019-04-157-01,0.72,0.79,0.88,0.69,0.08,0.85,Tinggi,Kemungkinan kuat,No,2026-05-10
DIS-00008265,ALM-2019-04-157,CAND-ALM-2019-04-157-02,0.94,0.95,0.65,0.56,0.0,0.83,Tinggi,Kemungkinan kuat,No,2024-09-12
DIS-00008266,ALM-2019-04-157,CAND-ALM-2019-04-157-03,0.93,0.47,0.99,0.5,0.03,0.77,Sedang,Perlu verifikasi,Yes,2026-05-27
DIS-00008267,ALM-2019-04-157,CAND-ALM-2019-04-157-04,0.87,0.77,0.98,0.61,0.08,0.9,Tinggi,Kemungkinan kuat,No,2024-04-27
DIS-00008268,ALM-2019-04-158,CAND-ALM-2019-04-158-01,0.84,0.68,0.96,0.67,0.05,0.84,Tinggi,Kemungkinan kuat,No,2024-02-19
DIS-00008269,ALM-2019-04-158,CAND-ALM-2019-04-158-02,0.79,0.76,0.93,0.57,0.08,0.86,Tinggi,Kemungkinan kuat,No,2026-09-06
DIS-00008270,ALM-2019-04-158,CAND-ALM-2019-04-158-03,0.74,0.68,0.97,0.74,0.08,0.85,Tinggi,Kemungkinan kuat,No,2024-04-17
DIS-00008271,ALM-2019-04-158,CAND-ALM-2019-04-158-04,0.82,0.81,0.58,0.68,0.08,0.83,Tinggi,Kemungkinan kuat,No,2023-09-11
DIS-00008272,ALM-2019-04-159,CAND-ALM-2019-04-159-01,0.88,0.97,0.92,0.44,0.08,0.93,Tinggi,Kemungkinan kuat,No,2024-08-04
DIS-00008273,ALM-2019-04-159,CAND-ALM-2019-04-159-02,0.86,0.53,0.97,0.45,0.0,0.72,Sedang,Perlu verifikasi,Yes,2026-04-27
DIS-00008274,ALM-2019-04-159,CAND-ALM-2019-04-159-03,0.72,0.71,0.62,0.38,0.08,0.73,Sedang,Perlu verifikasi,Yes,2026-11-02
DIS-00008275,ALM-2019-04-159,CAND-ALM-2019-04-159-04,0.98,0.63,0.69,0.71,0.05,0.83,Tinggi,Kemungkinan kuat,No,2026-10-09
DIS-00008276,ALM-2019-04-160,CAND-ALM-2019-04-160-01,0.76,0.7,0.93,0.49,0.0,0.74,Sedang,Perlu verifikasi,Yes,2026-01-26
DIS-00008277,ALM-2019-04-160,CAND-ALM-2019-04-160-02,0.9,0.7,0.84,0.54,0.03,0.8,Tinggi,Kemungkinan kuat,No,2023-02-04
DIS-00008278,ALM-2019-04-161,CAND-ALM-2019-04-161-01,0.78,0.97,0.88,0.65,0.0,0.84,Tinggi,Kemungkinan kuat,No,2026-01-24
DIS-00008279,ALM-2019-04-161,CAND-ALM-2019-04-161-02,0.92,0.83,0.93,0.81,0.05,0.93,Tinggi,Kemungkinan kuat,No,2026-08-12
DIS-00008280,ALM-2019-04-161,CAND-ALM-2019-04-161-03,0.92,0.83,0.6,0.6,0.08,0.86,Tinggi,Kemungkinan kuat,No,2025-04-12
DIS-00008281,ALM-2019-04-162,CAND-ALM-2019-04-162-01,0.96,0.75,0.68,0.74,0.05,0.86,Tinggi,Kemungkinan kuat,No,2024-05-11
DIS-00008282,ALM-2019-04-162,CAND-ALM-2019-04-162-02,0.95,0.83,0.61,0.45,0.0,0.77,Sedang,Perlu verifikasi,Yes,2026-09-12
DIS-00008283,ALM-2019-04-162,CAND-ALM-2019-04-162-03,0.73,0.81,0.68,0.45,0.05,0.75,Sedang,Perlu verifikasi,Yes,2026-01-01
DIS-00008284,ALM-2019-04-163,CAND-ALM-2019-04-163-01,0.75,0.24,0.61,0.46,0.08,0.61,Sedang,Perlu verifikasi,Yes,2023-02-19
DIS-00008285,ALM-2019-04-163,CAND-ALM-2019-04-163-02,0.77,0.73,0.87,0.41,0.0,0.72,Sedang,Perlu verifikasi,Yes,2026-08-04
DIS-00008286,ALM-2019-04-164,CAND-ALM-2019-04-164-01,0.94,0.92,0.77,0.67,0.03,0.89,Tinggi,Kemungkinan kuat,No,2025-11-23
DIS-00008287,ALM-2019-04-164,CAND-ALM-2019-04-164-02,0.84,0.65,0.97,0.49,0.0,0.76,Sedang,Perlu verifikasi,Yes,2025-04-28
DIS-00008288,ALM-2019-04-165,CAND-ALM-2019-04-165-01,1.0,0.73,0.89,0.7,0.0,0.85,Tinggi,Kemungkinan kuat,No,2025-12-19
DIS-00008289,ALM-2019-04-165,CAND-ALM-2019-04-165-02,0.85,0.75,0.55,0.53,0.03,0.74,Sedang,Perlu verifikasi,Yes,2023-01-20
DIS-00008290,ALM-2019-04-166,CAND-ALM-2019-04-166-01,0.96,0.35,0.96,0.57,0.05,0.77,Sedang,Perlu verifikasi,Yes,2025-07-06
DIS-00008291,ALM-2019-04-166,CAND-ALM-2019-04-166-02,0.9,0.95,0.97,0.86,0.08,0.99,Tinggi,Kemungkinan kuat,No,2025-08-13
DIS-00008292,ALM-2019-04-166,CAND-ALM-2019-04-166-03,0.75,0.73,0.82,0.79,0.05,0.81,Tinggi,Kemungkinan kuat,No,2025-09-09
DIS-00008293,ALM-2019-04-167,CAND-ALM-2019-04-167-01,0.76,0.76,0.99,0.43,0.08,0.84,Tinggi,Kemungkinan kuat,No,2026-08-19
DIS-00008294,ALM-2019-04-167,CAND-ALM-2019-04-167-02,0.83,0.4,0.95,0.38,0.03,0.69,Sedang,Perlu verifikasi,Yes,2026-10-07
DIS-00008295,ALM-2019-04-167,CAND-ALM-2019-04-167-03,0.72,0.97,0.7,0.9,0.05,0.87,Tinggi,Kemungkinan kuat,No,2026-01-28
DIS-00008296,ALM-2019-04-168,CAND-ALM-2019-04-168-01,0.99,0.65,0.88,0.69,0.0,0.82,Tinggi,Kemungkinan kuat,No,2023-04-21
DIS-00008297,ALM-2019-04-168,CAND-ALM-2019-04-168-02,0.85,0.81,0.89,0.59,0.03,0.84,Tinggi,Kemungkinan kuat,No,2026-08-03
DIS-00008298,ALM-2019-04-168,CAND-ALM-2019-04-168-03,0.76,0.6,0.95,0.56,0.03,0.75,Sedang,Perlu verifikasi,Yes,2025-06-21
DIS-00008299,ALM-2019-04-169,CAND-ALM-2019-04-169-01,0.71,0.72,0.82,0.65,0.0,0.73,Sedang,Perlu verifikasi,Yes,2026-08-24
DIS-00008300,ALM-2019-04-169,CAND-ALM-2019-04-169-02,0.93,0.71,0.6,0.75,0.08,0.85,Tinggi,Kemungkinan kuat,No,2026-07-09
DIS-00008301,ALM-2019-04-169,CAND-ALM-2019-04-169-03,0.7,0.9,0.71,0.69,0.03,0.79,Sedang,Perlu verifikasi,Yes,2026-10-28
DIS-00008302,ALM-2019-04-170,CAND-ALM-2019-04-170-01,0.8,0.92,0.66,0.4,0.05,0.8,Tinggi,Kemungkinan kuat,No,2024-03-23
DIS-00008303,ALM-2019-04-170,CAND-ALM-2019-04-170-02,0.88,0.65,0.78,0.38,0.05,0.77,Sedang,Perlu verifikasi,Yes,2025-08-26
DIS-00008304,ALM-2019-04-170,CAND-ALM-2019-04-170-03,0.81,0.54,0.98,0.78,0.0,0.76,Sedang,Perlu verifikasi,Yes,2023-11-09
DIS-00008305,ALM-2019-04-171,CAND-ALM-2019-04-171-01,0.85,0.79,0.87,0.51,0.05,0.84,Tinggi,Kemungkinan kuat,No,2024-12-27
DIS-00008306,ALM-2019-04-171,CAND-ALM-2019-04-171-02,0.82,0.72,0.94,0.35,0.03,0.77,Sedang,Perlu verifikasi,Yes,2026-08-15
DIS-00008307,ALM-2019-04-172,CAND-ALM-2019-04-172-01,0.71,0.76,0.85,0.61,0.05,0.79,Sedang,Perlu verifikasi,Yes,2025-08-27
DIS-00008308,ALM-2019-04-172,CAND-ALM-2019-04-172-02,0.71,0.63,0.83,0.85,0.03,0.76,Sedang,Perlu verifikasi,Yes,2025-07-06
DIS-00008309,ALM-2019-04-173,CAND-ALM-2019-04-173-01,0.86,0.75,0.98,0.62,0.03,0.84,Tinggi,Kemungkinan kuat,No,2026-11-05
DIS-00008310,ALM-2019-04-173,CAND-ALM-2019-04-173-02,0.98,0.76,0.86,0.67,0.0,0.84,Tinggi,Kemungkinan kuat,No,2026-09-07
DIS-00008311,ALM-2019-04-173,CAND-ALM-2019-04-173-03,0.87,0.71,0.9,0.38,0.03,0.78,Sedang,Perlu verifikasi,Yes,2026-07-10
DIS-00008312,ALM-2019-04-173,CAND-ALM-2019-04-173-04,0.98,0.9,0.89,0.56,0.08,0.95,Tinggi,Kemungkinan kuat,No,2024-01-25
DIS-00008313,ALM-2019-04-174,CAND-ALM-2019-04-174-01,0.89,0.74,0.93,0.69,0.05,0.87,Tinggi,Kemungkinan kuat,No,2026-12-21
DIS-00008314,ALM-2019-04-174,CAND-ALM-2019-04-174-02,0.79,0.62,0.92,0.59,0.03,0.77,Sedang,Perlu verifikasi,Yes,2025-04-26
DIS-00008315,ALM-2019-04-174,CAND-ALM-2019-04-174-03,0.83,0.95,0.86,0.36,0.03,0.83,Tinggi,Kemungkinan kuat,No,2026-04-02
DIS-00008316,ALM-2019-04-175,CAND-ALM-2019-04-175-01,0.92,0.63,0.66,0.67,0.08,0.82,Tinggi,Kemungkinan kuat,No,2025-09-26
DIS-00008317,ALM-2019-04-175,CAND-ALM-2019-04-175-02,0.72,0.68,0.84,0.77,0.08,0.82,Tinggi,Kemungkinan kuat,No,2025-01-23
DIS-00008318,ALM-2019-04-175,CAND-ALM-2019-04-175-03,0.95,0.67,0.84,0.71,0.0,0.81,Tinggi,Kemungkinan kuat,No,2023-08-02
DIS-00008319,ALM-2019-04-176,CAND-ALM-2019-04-176-01,0.9,0.74,0.96,0.81,0.08,0.93,Tinggi,Kemungkinan kuat,No,2025-04-11
DIS-00008320,ALM-2019-04-176,CAND-ALM-2019-04-176-02,0.98,0.48,0.88,0.8,0.05,0.83,Tinggi,Kemungkinan kuat,No,2024-05-27
DIS-00008321,ALM-2019-04-176,CAND-ALM-2019-04-176-03,0.82,0.61,0.91,0.64,0.08,0.83,Tinggi,Kemungkinan kuat,No,2025-03-14
DIS-00008322,ALM-2019-04-177,CAND-ALM-2019-04-177-01,0.98,0.73,0.66,0.56,0.08,0.86,Tinggi,Kemungkinan kuat,No,2023-08-15
DIS-00008323,ALM-2019-04-177,CAND-ALM-2019-04-177-02,0.93,0.49,0.91,0.75,0.08,0.85,Tinggi,Kemungkinan kuat,No,2023-07-06
DIS-00008324,ALM-2019-04-177,CAND-ALM-2019-04-177-03,0.99,0.74,0.77,0.37,0.03,0.81,Tinggi,Kemungkinan kuat,No,2023-02-04
DIS-00008325,ALM-2019-04-177,CAND-ALM-2019-04-177-04,0.8,0.68,0.9,0.55,0.08,0.83,Tinggi,Kemungkinan kuat,No,2026-04-03
DIS-00008326,ALM-2019-04-178,CAND-ALM-2019-04-178-01,0.91,0.71,0.59,0.61,0.08,0.82,Tinggi,Kemungkinan kuat,No,2026-02-20
DIS-00008327,ALM-2019-04-178,CAND-ALM-2019-04-178-02,0.97,0.91,0.9,0.59,0.08,0.96,Tinggi,Kemungkinan kuat,No,2024-06-20
DIS-00008328,ALM-2019-04-179,CAND-ALM-2019-04-179-01,0.89,0.96,0.92,0.81,0.08,0.98,Tinggi,Kemungkinan kuat,No,2023-03-15
DIS-00008329,ALM-2019-04-179,CAND-ALM-2019-04-179-02,0.75,0.65,0.83,0.36,0.05,0.73,Sedang,Perlu verifikasi,Yes,2023-08-16
DIS-00008330,ALM-2019-04-179,CAND-ALM-2019-04-179-03,0.84,0.82,0.98,0.36,0.0,0.79,Sedang,Perlu verifikasi,Yes,2024-07-04
DIS-00008331,ALM-2019-04-180,CAND-ALM-2019-04-180-01,0.8,0.94,0.91,0.66,0.03,0.87,Tinggi,Kemungkinan kuat,No,2024-06-01
DIS-00008332,ALM-2019-04-180,CAND-ALM-2019-04-180-02,0.97,0.69,0.75,0.78,0.03,0.84,Tinggi,Kemungkinan kuat,No,2023-02-10
DIS-00008333,ALM-2019-04-180,CAND-ALM-2019-04-180-03,0.87,0.78,0.85,0.91,0.05,0.9,Tinggi,Kemungkinan kuat,No,2023-10-02
DIS-00008334,ALM-2019-04-181,CAND-ALM-2019-04-181-01,0.72,0.77,0.88,0.55,0.0,0.74,Sedang,Perlu verifikasi,Yes,2024-08-08
DIS-00008335,ALM-2019-04-181,CAND-ALM-2019-04-181-02,0.92,0.74,0.76,0.36,0.05,0.8,Tinggi,Kemungkinan kuat,No,2024-07-16
DIS-00008336,ALM-2019-04-182,CAND-ALM-2019-04-182-01,0.86,0.46,0.55,0.52,0.08,0.71,Sedang,Perlu verifikasi,Yes,2024-05-22
DIS-00008337,ALM-2019-04-182,CAND-ALM-2019-04-182-02,0.93,0.49,0.93,0.42,0.08,0.8,Tinggi,Kemungkinan kuat,No,2026-11-09
DIS-00008338,ALM-2019-04-182,CAND-ALM-2019-04-182-03,0.86,0.25,0.79,0.45,0.05,0.65,Sedang,Perlu verifikasi,Yes,2025-11-19
DIS-00008339,ALM-2019-04-183,CAND-ALM-2019-04-183-01,0.87,0.9,0.88,0.78,0.03,0.9,Tinggi,Kemungkinan kuat,No,2026-12-23
DIS-00008340,ALM-2019-04-183,CAND-ALM-2019-04-183-02,0.92,0.82,0.66,0.68,0.05,0.85,Tinggi,Kemungkinan kuat,No,2025-09-01
DIS-00008341,ALM-2019-04-183,CAND-ALM-2019-04-183-03,0.88,0.64,0.81,0.48,0.05,0.78,Sedang,Perlu verifikasi,Yes,2026-06-11
DIS-00008342,ALM-2019-04-183,CAND-ALM-2019-04-183-04,0.96,0.76,0.76,0.64,0.03,0.84,Tinggi,Kemungkinan kuat,No,2025-09-19
DIS-00008343,ALM-2019-04-184,CAND-ALM-2019-04-184-01,0.95,0.61,0.78,0.7,0.03,0.81,Tinggi,Kemungkinan kuat,No,2026-05-05
